"ttext","score","ANGER","DISGUST","FEAR","JOY","SADNESS","SURPRISE","BEST_FIT","polarity","date","source","retweetcount","favoritecount","location","city","country","language"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","",NA,NA,"Portuguese"
"participe dessa corrente do bem doe uma ou mais cestas básicas t co btexrgnvru marque um amigo para desafiá lo a doar também asasdesocorro aviaçãomissionária logísticaaérea missão missões evangelismo anápolis amazônia t co tou bp lrh","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","mLabs - Gestão de Redes Sociais","1","1","Brasil",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co pwadqnct","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","Brasil",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não diga grilagemnão t co jealhhizh ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","7","7","Brasil",NA,NA,"Portuguese"
" não ceda à pressão contamos com seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co qkv r m u","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","",NA,NA,"Portuguese"
" mpdagrilagem não mp não vamos proteger a amazônia e cerrado","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","1","1","",NA,NA,"Portuguese"
" diga não à mpdagrilagem contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co yusaoujpvr","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","3","3","",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co naczcaiujr","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","43","43","Brasil",NA,NA,"Portuguese"
" grilagemnão em meio à crise do covid querem liberar a corrupção no país contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for iPhone","0","0","Rio de Janeiro , RJ","Três Rios","Brazil","Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam diga mp nao t co hcfxuajhcq","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","1","1","São Paulo, Brasil",NA,NA,"Portuguese"
" amazonia desmatamento garimpo povos indígenas via veja a reportagem completa no link t co ffdkzyhcz ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","5","5","São Paulo, Brasil",NA,NA,"Portuguese"
" brasil grilagemnão em meio à crise do covid querem liberar a corrupção no país contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp nao todososolhosnaamazônia t co aqcxwjesb ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","São Paulo",NA,NA,"Portuguese"
" brasil grilagemnão em meio à crise do covid querem liberar a corrupção no país contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não todososolhosnaamazônia covid t co m nbowwar ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","3","3","América Latina",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co hejuq kik ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","9","9","Brasília, Brasil",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não diga grilagemnão t co awkc q ez","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Sprout Social","35","35","Brazil",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co umqop fzyq","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","TweetDeck","20","20","São Paulo, SP - Brasil",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co p qdnldow","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","São Paulo, Brasil",NA,NA,"Portuguese"
"hoje iniciamos mais um desafio vamos aguardar os resultados bonsai amazônia t co b wci lbem t co wgnyuqun t","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Santarém, Brasil",NA,NA,"Portuguese"
"justiça federal suspende autorização de bolsonaro para canaviais na amazônia zoneamento agroecológico da cana busca evitar expansão da cana e desmatamento na amazônia pantanal e bacia do alto paraguai terras indígenas e áreas de proteção ambiental t co d umkcsdd ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web Client","0","0","Rio de Janeiro, Brasil",NA,NA,"Portuguese"
"governo enviará tropas à amazônia para deter disparada do desmatamento diz mourão governobolsonaro amazônia meioambiente t co luoptu g ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18381","Twitter Web Client","2","2","Sao Paulo, Brazil",NA,NA,"Portuguese"
"amazônia e suas riquezas amazônia amazonas rica t co znohxjmiy ","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Santarém, Brasil",NA,NA,"Portuguese"
"amazônia ganha destaque inédito na ciência internacional recém criado o painel científico para a amazonia compila todo o conhecimento já produzido sobre a maior floresta tropical do mundo e busca dar respostas para evitar avanço da destruição t co grdelpq fm t co etoucuch ","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","2.78695866252273","sadness","positive","18381","Twitter Web App","2","2","São Paulo",NA,NA,"Portuguese"
"pé de açaí acai frutas amazonas amazonia canon d canon d parquemunicipaldomindu parquedomindu nature natureza em parque do mindu t co lzmpwm gai","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Instagram","0","0","Manaus e Florianópolis",NA,NA,"Portuguese"
"o período seco na amazonia está começando se o desmatamento e queimadas não forem freados o sistema de saúde já está saturado com covid entrará em completo colapso e nos restará contar os corpos enquanto esperamos a chegada de chuva e de uma vacina t co a zmpllw e","-4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"neutral","18381","Twitter Web App","14","14","Brasil",NA,NA,"Portuguese"
"o legado da copa e o colapso de manaus na pandemia a arena da amazonia amazônia custou milhões de reais desse valor vieram dos cofres do estado do amazonas atualmente o estado banca mensalmente os cerca de mil reais de manutenção do estádio vazio","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","Rio de Janeiro; Brasil",NA,NA,"Portuguese"
"professores e o uso de jogos conheça o caderno para profesores do jogo sobrevivência informações sobre amazônia história dos jogos teste de sobrevivência indicação de vídeos e livros e datividades para uso do jogo t co xu bjazocs jogosobrevivencia amazonia t co su eag r ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","0","0","Rio de Janeiro, Brasil",NA,NA,"Portuguese"
" essa garota vive postando uns boiola racista nós stutas apoia a violência doméstica e ainda criou a fogonaamazonia realmente uma bolsominion racista e ainda por cima gosta do rezende que maltrata seu anão de estimação e ela cancelou os irmãos berti tóxica é pouco","-4","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Ucrânia, Chernobyl",NA,NA,"Portuguese"
" procuradores federais obtiveram na justiça que o governo federal e órgãos diretamente ligados expliquem o aumento do desmatamento e a redução de fiscalização jairbolsonaro bozo ricardosalles ibama funai icmbio amazonia desmatamento indigenas t co d l lpbel ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","TweetDeck","0","0","sem fronteiras",NA,NA,"Portuguese"
"a jbs empresa que cresceu a custo de lobby político com morte de animais e destruição da biodiversidade começa a fechar fábricas jbs lobbypolitico animalrights jairbolsonaro bozo amazonia governodelcontagio bolsonarogenocida t co ncarg ewrv","-3","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","TweetDeck","0","0","sem fronteiras",NA,NA,"Portuguese"
" procuradores federais obtiveram na justiça uma decisão que obriga governo federal ibama icmbio e funai a apresentarem explicações para o aumento do desmatamento e a redução das operações de fiscalização desmatamento amazônia t co gxjqwii f ","0","1.46871776464786","3.09234031207392","7.34083555412328","1.02547755260094","1.7277074477352","2.78695866252273","fear","positive","18381","Twitter Web App","4","4","",NA,NA,"Portuguese"
" infrared infraredphotography nature jeffalvesphotografer iphonephoto belem amazonia brasil em belém brazil t co txubvinqp","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Instagram","0","0","Belém-Pa","Belém","Brazil","Portuguese"
" uma das autoras do artigo também explicou que “quando no sudeste já havia dias desde o o caso de covid confirmado e pessoas infectadas a amazônia registrava o caso em dias dps o norte já tinha mais casos por milhão de habitantes” t co h rbssrmhp","-1","1.46871776464786","3.09234031207392","7.34083555412328","1.02547755260094","1.7277074477352","2.78695866252273","fear","positive","18381","Twitter for iPhone","0","0","Bogotá, D.C., Colombia","Bogotá, D.C.","Colombia","Portuguese"
"já senti saudade já fiz muita coisa errada já pedi ajuda já dormi na rua mas lendo atingi o bom senso a imunização racional gopro goprobrasil manaus amazonia selva rionegro pontedorionegro amazonas timmaia bomsenso timmaiaracional mundoracional t co yr h ql jk","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Manaus, Brasil",NA,NA,"Portuguese"
"porque a tradição se perpetuará alvoradavermelha tvacritica boigarantido amazonaslive amazonia amazonas parintins festivaldeparintins em cidade garantido t co btjghixgqy","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Instagram","0","0","SÃO PAULO, CAPITAL,  BRASIL","Parintins","Brazil","Portuguese"
" aruanas nunca foi tão atual brasil governobolsonaro ativismoambiental amazonia","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","1","1","Rio de Janeiro - RJ ",NA,NA,"Portuguese"
"aruanas estreia hoje na tv aberta mas nós já vimos tudo no globoplay relembre nossa crítica aruanas globoplay series amazonas amazonia lt t co dzecf bxmf gt t co vcg wkdv ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter Web App","4","4","Vitória - Espírito Santo",NA,NA,"Portuguese"
" amazônia proteção preservação e desenvolvimento subcomissão de integração de sistemas do conselho da amazônia define ações prioritárias saiba mais t co zjpemahuks t co aosobpt kn","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","",NA,NA,"Portuguese"
"dados do inpe apontam área de km destruída é o que revela o episódio da série desmatamento na amazônia causas reflexos e soluções uma parceria da cbn amazônia belém com a rainforest journalism fund e o pulitzer center amazônia meioambiente t co viejt huaj","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"neutral","18381","Twitter Web App","3","3","",NA,NA,"Portuguese"
" amazonia não faz parte do brasil manauspedesocorro belemdopara para a elite burguesa do iguatemi e da barra são apenas índios ou coitados q foram moram na floresta e q não dão audiência t co giz l a t co cpyuguvzb","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","neutral","18381","Twitter for iPhone","0","0","Narnia",NA,NA,"Portuguese"
" invasões e seus rastros de destruição a chegada da covid não impediu o avanço de desmatadores na amazônia que devido a pandemia segue com fiscalização reduzida segundo dados do inpe só no mês de março o desmatamento teve um aumento de t co nsmb ybzer","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18381","Twitter for Android","0","0","Ponta Grossa/PR",NA,NA,"Portuguese"
"frô desenhos x cm abr tuliofagim portraits mato quarentena isolamento sofa couch amazonia riosvoadores mataatlantica gente rascunhos arte retratos croquis estudos casal desenhos pinturas paisagens kunst zeichnung skizze dessins t co qdxu b kgx","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","0","0","São Paulo Brasil",NA,NA,"Portuguese"
" tbt de onde gostamos de estar alexeymoreira fotografia produzacriatividade sempreproduzindo planta flor amazonia belem photography inspiracao inspiration olhar photo flower natureza nature… t co ziu u t y","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Instagram","0","0","Brasil",NA,NA,"Portuguese"
"colar lindo adquira o seu etniatatiano artesanato colar saopaulo amazonia t co nyc lhnosn","3","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter for Android","2","2","",NA,NA,"Portuguese"
"a amazônia é uma mulher matéria fantástica de aqui em inglês amazonia indigenousrights t co fvprc xjwh","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter for Android","1","1","Providence, RI, USA","Lincoln","United States","Portuguese"
"apesar de ter alguns anos nessa palestra no ted talks tasso azevedo fala da importância da amazônia pro planeta e indica o caminho para uma economia de baixo carbono tedglobal t co mgmb cenk ods amazônia","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web Client","0","0","Belo Horizonte, Brasil",NA,NA,"Portuguese"
" ajuda aqui e deixem campanha política pra depois da crise ambiental que esse sinistro do meio ambiente nos proporciona amazonia","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18382","Twitter for Android","0","0","",NA,NA,"Portuguese"
"passando para te dizer para ter fé foto fernando sette todos os direitos reservados all rights reserved  pará amazônia expediçãopará nikon expedição amazon turismo viagem dicasdeviagem tour… t co bzibsspdcz","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Instagram","0","0","Belém - Pará",NA,NA,"Portuguese"
"o benefício do uso de práticas agrícolas sustentáveis reflete se na área econômica social e ambiental saiba mais contato org br   amazonia agriculturasustentavelamazonas sustentabilidadeambientalamazonas agronegociossustentaveisamazonas t co nsd rmjgpn","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","0","0","Manaus",NA,NA,"Portuguese"
"a produção de mel é uma forma de gerar renda e conservar a amazônia o preparou um dossiê sobre trabalhos realizados com povos indígenas e comunidades tradicionais na criação de abelhas sem ferrão t co p xqycvnr","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","0","0","São Paulo, Brasil",NA,NA,"Portuguese"
" covid brasil está sendo devastadora para a amazonia não vai ficar uma árvore de pé quando isso passar sociopatagovernando neofeudalismo coronavirusbrasil t co wgpvllgxp ","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter for Android","0","0","rio de janeiro/brasil",NA,NA,"Portuguese"
"“uma tempestade perfeita está se formando na amazônia com potencial devastador para a saúde a mistura da pandemia de covid com as queimadas” alerta do mapbiomas do o impacto dessa combinação pode ser catastrófico t co fz ioovwn t co dljmbpxkmm","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","7","7","São Paulo, SP - Brasil",NA,NA,"Portuguese"
"o vice presidente hamilton mourão presidente do conselho da amazônia pediu ao presidente bolsonaro que promulgue uma nova glo para combater o desmatamento e as queimadas na região já a partir do começo de maio t co azypgf jgh t co deovmpisto","-2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18382","Twitter Web App","2","2","São Paulo, SP - Brasil",NA,NA,"Portuguese"
"ele é das águas não há como negar amazonas amazonia nature waterfall tbt em amazonas t co zonyoz z g","1","1.46871776464786","3.09234031207392","7.34083555412328","1.02547755260094","1.7277074477352","2.78695866252273","fear","positive","18382","Instagram","0","0","Brasil","Tapauá","Brazil","Portuguese"
"saí quase em todas as fotos do casamento de um amigo fazendo careta atrás das pessoas estou arrependido bolso cafe rio minas brasil jardim ceara tocantis amazonia hoje","-1","1.46871776464786","3.09234031207392","7.34083555412328","1.02547755260094","1.7277074477352","2.78695866252273","fear","positive","18382","Twitter Web App","0","0","",NA,NA,"Portuguese"
"nosso companheiro de quarentena quarentena ficaemcasa amazonas amazonia amazon escaravelho pauini fotododia phooftheday em pauini t co x tzhqysf","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Instagram","0","0","Pauini, Brasil",NA,NA,"Portuguese"
"ilustração botânica da mandioca macaxeira visitem a casa cordel de botanica illustration botanic botanicillustration botanica mandioca amazonia ilustraçãocientífica scienceillustration digialart instart t co zhunqz nam","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Instagram","0","0","Boa Vista, Brasil",NA,NA,"Portuguese"
"manaus x humaita essa e a realidade da br piscinadnit amazonia amazonas brasil vídeo dia enviado via grupos whatsapp da br t co le vuqyudj","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter for Android","0","0","",NA,NA,"Portuguese"
"atuamos na amazônia e acompanhamos de perto este cenário que se impõe na região estamos agindo rápido o apoio de todos os setores é fundamental para saber mais acesse nosso facebook t co z wt v koe agendapública covidradar covid amazônia ","0","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","neutral","18382","Twitter Web App","1","1","São Paulo/Brasília",NA,NA,"Portuguese"
" brasil desastre total manaus enche valas comuns quando covid atinge a amazonia parque tarumã manaus foto michael dantas afp t co thnbqff zw","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18382","Twitter Web App","0","0","Portugal",NA,NA,"Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co sw pjdzyem","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","0","0","São Paulo",NA,NA,"Portuguese"
" psicopata irreversível sádico genocida bol onaro inimigodomeioambiente amazonia","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","0","0","ESQUERDA <U+0001F448> FiimoboraIbaÒgún",NA,NA,"Portuguese"
"caminhos do andarilho lua macapá series caminhosdoandarilho ruibrandaophoto amazoniaaminha macapa amapa amazonia brasil canon canonbrasil photo lua moon photography photographer pics bbcbrasil elpais t co ymhgt vs ","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18382","Twitter for Android","0","0","Macapá, Brasil",NA,NA,"Portuguese"
"ciência de olho na amazônia onde nos últimos anos a temperatura média aumentou muito o sul do pará vive a pior situação a temperatura três vezes maior que a média mundial se o desmatamento continuar haverá perdas para… t co jgscazittj t co rmperbncvf","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18382","LinkedIn","1","1","Rio de Janeiro, Brasil",NA,NA,"Portuguese"
"vontade de pegar minha canoa e ir visitar esse planeta novamente amazonas amazonia t co n wracnbxm","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","0","0","Manaus, Brasil",NA,NA,"Portuguese"
" grilagemnão a mp prejudica pequenos e honestos agricultores e coloca na mão de bandidos terras públicas da amazônia e do cerrado não deixe que mais essa corrupção aconteça no país acesse o site e cobre os parlamentares para que digam mp não t co zwmhb r i t co nbt mwccua","-2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Sprout Social","9","9","Brazil",NA,NA,"Portuguese"
"está rolando agora na página do facebook do uma live com paulo moutinho pesquisador sênior do sobre as perspectivas do desmatamento e queimadas na amazônia em vale a pena conferir t co jkzphibsx t co hhhhls oy","-2","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","positive","18382","Twitter for iPhone","2","2","Brasil",NA,NA,"Portuguese"
"sobre amazônia nosso presente e futuro t co mntxw zeij","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter for iPhone","0","0","Brazil | Amazon | Antarctic","Porto Alegre","Brazil","Portuguese"
"daqui a pouco às h tem debate sobre amazônia no vai lá para saber como participar mp não t co vtjnf z dg","-2","7.34083555412328","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","anger","negative","18382","Twitter for Android","5","5","Amazônia, Brasil",NA,NA,"Portuguese"
"minha coluna publicada na nas edições impressa e digital do jornal a crítica de colunajulioventilari colunasocial manaus amazonia jornalacritica hiroya takano georgejapa … t co uhuu lunam","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Instagram","0","0","Manaus, AM/Brasil","Manaus","Brazil","Portuguese"
" não ceda à pressão contamos com o seu apoio para impedir que a mpdagrilagem seja mantida contamos com você para que a ilegalidade e a destruição da amazônia e do cerrado não prevaleçam escolha o lado certo diga mp não t co jclbwxljpe","0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","1","1","São Paulo, Brasil",NA,NA,"Portuguese"
" amazônia continua pedindo toda à atenção mundial os povos dar floresta estão morrendo pela moto serra e pela pandemia covid t co poobfnmiyy","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","2.78695866252273","sadness","positive","18382","Twitter Web App","0","0","Salvador, Brasil",NA,NA,"Portuguese"
"brasil será rejeitado do clube dos bacanas se continuar facilitando corrupção e a destruição da amazônia oecd t co njekjjaxvx t co xbsmb gjqc","1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter Web App","0","0","Belém, Pará, Brasil",NA,NA,"Portuguese"
"o ‘próximo coronavírus’ virá da amazônia com o avanço do desmatamento t co oimm tyqhx o bioma abriga muitas espécies animais com patógenos q podem contaminar humanos com as invasões na floresta cresce a caça desses animais para tráfico e o consumo de suas carnes t co ivw ige lb","-2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Hootsuite Inc.","6","6","São Paulo, Brasil",NA,NA,"Portuguese"
"estamos pelos rios do amazonas tentando ousar um projeto de sociedade e para isso precisamos acreditar e principalmente fazer parte de um novo rumo amazonia cidadania juventudeousadiaemamovimento t co zoj uezrw","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter for Android","0","0","Brasília, Brasil",NA,NA,"Portuguese"
"sou muito grato por ser da amazonia t co mn h gof","2","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Twitter for Android","0","0","Amazônia",NA,NA,"Portuguese"
"se escondeu mas cliquei entomologia entomology biophotographer sciencephotography biophotography biodiversity biodiversidade lepdoptera amazonia biologianaveia biofotografa… t co spz gbyw","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18382","Instagram","0","0","Bragança, Pará, Brasil",NA,NA,"Portuguese"
"ouça algumas alternativas no terceiro episódio da série desmatamento na amazônia causas reflexos e soluções uma parceria da cbn amazônia belém com a rainforest journalism fund e o pulitzer center amazônia meioambiente noarnacbn t co ipzohgvyh ","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"negative","18382","Twitter Web App","0","0","",NA,NA,"Portuguese"
"as queimadas na amazônia acabaram amazonia","-1","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273",NA,"positive","18383","Twitter Web App","0","0","Rio de Janeiro",NA,NA,"Portuguese"
